player_id,name,team_id,team_name,total_match,innings,total_runs,highest_run,average,not_out,strike_rate,ball_faced,batting_hand,4s,6s,50s,100s
4867029,Kishore Soni,5312103,Mighty Bulls,7,7,260,84,65.00,3,206.35,126,RHB,2,37,2,0
1494410,Abhishek Upare,5310051,Yoddha,6,6,258,107,64.50,2,172.00,150,RHB,4,29,1,1
234632,Krushna Malpani,5312103,Mighty Bulls,7,7,171,54,24.43,0,137.90,124,RHB,4,18,1,0
16845639,Vedanta Saurabh Mantri,5312082,Power Hitters,6,5,127,39,63.50,3,144.32,88,RHB,3,15,0,0
3604165,Aniruddha Kudal,5312021,Stormbreakers,5,5,110,44,-,5,130.95,84,RHB,0,14,0,0
822917,Lavin Raheja,5312103,Mighty Bulls,7,7,101,58,14.43,0,117.44,86,RHB,3,10,1,0
10765294,Atharva M,5312082,Power Hitters,6,5,86,45,28.67,2,172.00,50,RHB,3,8,0,0
10765268,Akshay Upare,5312082,Power Hitters,6,5,79,33,19.75,1,127.42,62,RHB,1,9,0,0
14298851,Vinay Satam,5312108,Fiercey Tigers,4,4,76,35,25.33,1,140.74,54,RHB,1,10,0,0
20206025,Yogesh Angulwar Amdocs,5310051,Yoddha,6,5,68,34,22.67,2,144.68,47,RHB,2,9,0,0
10745523,Kishor Wagh,5312108,Fiercey Tigers,4,4,57,22,14.25,0,150.00,38,RHB,2,7,0,0
10745512,Onkar,5312082,Power Hitters,6,3,56,43,28.00,1,164.71,34,RHB,2,7,0,0
20273947,Yogesh Rane,5312021,Stormbreakers,5,5,56,22,14.00,1,151.35,37,RHB,3,6,0,0
22282685,Prathamesh Upare,5310051,Yoddha,6,6,55,20,11.00,1,91.67,60,RHB,4,4,0,0
14019875,Ashish Naik,5312098,Phoenix Fury,4,4,52,25,13.00,0,92.86,56,RHB,1,6,0,0
234634,Shubham Chougule,5312082,Power Hitters,6,4,51,21,17.00,1,242.86,21,RHB,1,7,0,0
4962614,Siva Kohler,5312098,Phoenix Fury,4,3,42,42,21.00,1,155.56,27,RHB,0,6,0,0
20788786,Bhushan Ladda,5312098,Phoenix Fury,4,4,37,26,9.25,0,127.59,29,RHB,3,4,0,0
10765307,Sagar Shelar,5312108,Fiercey Tigers,4,4,34,23,8.50,0,66.67,51,RHB,0,3,0,0
10765116,Aditya Agrawal,5312021,Stormbreakers,5,3,33,24,11.00,0,100.00,33,RHB,0,4,0,0
14299007,Abhay Patil,5310051,Yoddha,6,5,33,14,11.00,2,84.62,39,RHB,0,3,0,0
1420452,Pavan Dayama,5310051,Yoddha,6,4,32,19,8.00,0,152.38,21,RHB,1,4,0,0
