player_id,name,team_id,team_name,total_match,innings,total_runs,highest_run,average,not_out,strike_rate,ball_faced,batting_hand,4s,6s,50s,100s
13221867,Akash Patil,11210846,BAJRANG WARRIORS,7,7,197,75,32.83,1,201.02,98,RHB,2,27,1,0
1494410,Abhishek Upare,11210819,CARRERA KINGS,8,8,179,60,29.83,2,180.81,99,RHB,6,19,1,0
822917,Lavin Raheja,11210826,SILENT KILLERS,7,7,176,62,35.20,2,123.94,142,RHB,11,14,1,0
10765294,Atharva M,11210819,CARRERA KINGS,8,8,165,40,27.50,2,158.65,104,RHB,2,20,0,0
234632,Krushna Malpani,11210817,SUPER KINGS,6,6,163,49,40.75,2,169.79,96,RHB,5,16,0,0
16845639,Saurabh Mantri,11210826,SILENT KILLERS,7,7,136,53,22.67,1,123.64,110,RHB,7,9,1,0
1883604,Raman Toshniwal,11210846,BAJRANG WARRIORS,7,7,123,48,20.50,1,144.71,85,RHB,9,9,0,0
20788786,Bhushan Ladda,11210817,SUPER KINGS,6,6,104,43,20.80,1,165.08,63,RHB,5,12,0,0
10765268,Akshay Upare,11210846,BAJRANG WARRIORS,7,6,94,53,15.67,0,144.62,65,RHB,6,8,1,0
16898163,Drsuhas Dhekane,11210817,SUPER KINGS,6,6,93,26,15.50,0,138.81,67,RHB,0,12,0,0
4867029,Kishore Soni,11210823,BRAHMASTRA BLASTERS,5,5,85,49,21.25,1,173.47,49,RHB,2,11,0,0
32365258,Atharva Patil,11210819,CARRERA KINGS,8,8,85,23,12.14,1,126.87,67,RHB,5,8,0,0
19794211,Ballal Sanket,11210826,SILENT KILLERS,7,6,68,39,34.00,4,147.83,46,RHB,1,9,0,0
10765116,Aditya Agrawal,11210828,POC9,5,5,65,28,13.00,0,162.50,40,RHB,3,8,0,0
14298575,Manoj Upadhyay,11210846,BAJRANG WARRIORS,7,7,65,30,16.25,3,89.04,73,RHB,2,5,0,0
10619512,Tanishq Wagh,11210817,SUPER KINGS,6,6,62,36,20.67,3,129.17,48,RHB,2,7,0,0
10765325,Amit Kesharkar,11210819,CARRERA KINGS,8,7,51,38,10.20,2,100.00,51,RHB,0,7,0,0
3604165,Aniruddha Kudal,11210828,POC9,5,5,49,24,9.80,0,106.52,46,RHB,0,7,0,0
32766099,Suhas Kale 702,11210823,BRAHMASTRA BLASTERS,5,4,48,27,12.00,0,150.00,32,RHB,4,4,0,0
10765261,Aditya Akmar,11210828,POC9,5,4,47,44,15.67,1,123.68,38,RHB,2,5,0,0
26751992,Saurabh Thakur,11210823,BRAHMASTRA BLASTERS,5,5,46,22,11.50,1,86.79,53,RHB,3,3,0,0
43823963,Atharva Soni,11210826,SILENT KILLERS,7,5,46,31,11.50,1,170.37,27,RHB,1,5,0,0
10765307,Sagar Shelar,11210828,POC9,5,5,45,31,9.00,0,88.24,51,RHB,0,5,0,0
10814344,Dinesh,11210819,CARRERA KINGS,8,6,37,23,12.33,3,97.37,38,RHB,3,3,0,0
10765311,Rohit Akhade,11210828,POC9,5,5,36,27,7.20,0,144.00,25,RHB,1,4,0,0
10745512,Onkar,11210828,POC9,5,5,32,21,8.00,1,103.23,31,RHB,0,4,0,0
19892409,Jonty K,11210823,BRAHMASTRA BLASTERS,5,5,31,15,6.20,0,96.88,32,RHB,0,4,0,0
14299002,Pritam Pashankar,11210846,BAJRANG WARRIORS,7,3,27,26,27.00,2,135.00,20,LHB,2,3,0,0
1669464,Abhishek Satam,11210823,BRAHMASTRA BLASTERS,5,4,23,10,5.75,0,135.29,17,RHB,1,3,0,0
20273947,Yogesh Rane,11210817,SUPER KINGS,6,3,18,16,6.00,0,120.00,15,RHB,0,2,0,0
8497837,Pranesh Dixith,11210828,POC9,5,5,18,10,9.00,3,105.88,17,RHB,1,2,0,0
10765292,Ashish Makwana,11210846,BAJRANG WARRIORS,7,5,15,10,3.75,1,71.43,21,RHB,0,1,0,0
16898071,Shripad K,11210826,SILENT KILLERS,7,3,12,10,12.00,2,240.00,5,RHB,1,1,0,0
10765288,Dilip Achari,11210819,CARRERA KINGS,8,4,12,10,3.00,0,66.67,18,RHB,1,1,0,0
25084230,Vijaykumar Tonape,11210819,CARRERA KINGS,7,1,10,10,-,1,66.67,15,RHB,1,0,0,0
27287816,Saravanan R Subbiah,11210823,BRAHMASTRA BLASTERS,5,4,10,6,5.00,2,29.41,34,RHB,1,0,0,0
10765317,Suhas Agawane,11210817,SUPER KINGS,6,2,7,5,-,2,116.67,6,LHB,1,0,0,0
16889668,Digesh Panchal,11210846,BAJRANG WARRIORS,7,5,6,4,1.50,1,85.71,7,RHB,1,0,0,0
14298878,Abhishek Achari,11210817,SUPER KINGS,6,4,4,1,4.00,3,28.57,14,RHB,0,0,0,0
14298851,Vinay Satam,11210826,SILENT KILLERS,7,4,4,4,2.00,2,100.00,4,RHB,1,0,0,0
10814023,Ayush M,11210823,BRAHMASTRA BLASTERS,5,4,2,1,1.00,2,16.67,12,RHB,0,0,0,0
14906098,Tushar Tonape,11210819,CARRERA KINGS,1,1,0,0,-,0,0.00,8,RHB,0,0,0,0
38974785,Arham Lunawat,11210826,SILENT KILLERS,7,1,0,0,-,0,0.00,2,RHB,0,0,0,0
4962614,Siva Varigala (vvs),11210828,POC9,5,2,0,0,-,2,0,0,RHB,0,0,0,0
14298782,Manoj Wagh,11210846,BAJRANG WARRIORS,15,6,0,0,-,6,0.00,2,RHB,0,0,0,0
44173389,Non Striker,11210817,SUPER KINGS,2,0,0,0,-,0,0,0,-,0,0,0,0
